Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
12/1/2026 09:22,Work Out A (Monday),55m,Pull Up (Band),Rest Timer,0,0,0,120,
12/1/2026 09:22,Work Out A (Monday),55m,Pull Up (Band),3,35,8,0,0,
12/1/2026 09:22,Work Out A (Monday),55m,Pull Up (Band),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),1,60,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),2,60,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),3,60,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),4,60,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Romanian Deadlift (Barbell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),1,45,6,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),2,45,6,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),3,45,6,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),4,45,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),1,40,7,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),2,45,6,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),3,45,4,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),1,50,10,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),2,50,10,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),3,50,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Goblet Squat (Kettlebell),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),1,5,10,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),2,5,10,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),3,5,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Lateral Raise (Cable),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),1,30,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),2,30,6,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),3,25,12,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Bicep Curl (Machine),Rest Timer,0,0,0,120,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Triceps Pushdown (Cable - Straight Bar),1,23,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Triceps Pushdown (Cable - Straight Bar),2,23,8,0,0,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
14/1/2026 08:12,Work Out B (Wednesday),1h 1m,Triceps Pushdown (Cable - Straight Bar),3,23,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),1,30,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),2,30,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),3,30,6,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),4,30,6,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Overhead Press (Dumbbell),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),1,65,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),2,65,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),3,65,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),4,65,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Squat (Smith Machine),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),1,5,12,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),2,9,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),3,5,12,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Reverse Fly (Cable),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),1,59,12,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),2,59,12,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),3,35,10,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Pull Up (Band),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),1,40,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),2,40,8,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),3,40,7,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Bench Press (Dumbbell),Rest Timer,0,0,0,90,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,1,36.5,10,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,2,36.5,10,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,Rest Timer,0,0,0,120,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,3,36.5,10,0,0,
16/1/2026 08:19,Work Out C (Friday),55m,Cable Crunch,Rest Timer,0,0,0,120,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),1,59,14,0,0,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),Rest Timer,0,0,0,120,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),2,59,14,0,0,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),Rest Timer,0,0,0,120,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),3,35,12,0,0,
17/1/2026 10:26,Morning Workout,12m,Pull Up (Band),Rest Timer,0,0,0,120,
