Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),1,35,5,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),2,35,5,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),3,35,6,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),4,35,6,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),1,23,4,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),2,18.5,8,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),3,18.5,8,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),4,1.85,6,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),1,25,8,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),2,25,10,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),3,30,6,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),1,20,7,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),2,20,7,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),3,20,5,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),1,20,5,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),2,15,8,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),3,15,8,0,0,
26/8/2025 08:50,Tuesday Back And Biceps,34m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),1,60,6,0,0,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),2,60,5,0,0,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),3,60,5,0,0,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),4,60,5,0,0,
27/8/2025 08:44,Leg,35m,Squat (Smith Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),1,35,8,0,0,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),2,35,8,0,0,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),3,35,8,0,0,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),4,35,8,0,0,
27/8/2025 08:44,Leg,35m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),1,40,16,0,0,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),2,40,16,0,0,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),3,40,16,0,0,
27/8/2025 08:44,Leg,35m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),1,50,8,0,0,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),2,60,8,0,0,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),3,60,8,0,0,
27/8/2025 08:44,Leg,35m,Leg Extension (Machine),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),1,35,8,0,0,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),Rest Timer,0,0,0,90,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),2,35,8,0,0,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),Rest Timer,0,0,0,120,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),3,35,8,0,0,
27/8/2025 08:44,Leg,35m,Stiff Leg Deadlift (Dumbbell),Rest Timer,0,0,0,120,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),1,30,6,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),2,30,6,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),3,30,5,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),4,30,4,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),1,15,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,120,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),2,15,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,120,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),3,15,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),4,15,7,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),1,20,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),2,25,7,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),3,25,6,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,1,0,0,0,60,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,2,0,0,0,60,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,3,0,0,0,60,
29/8/2025 08:09,Shoulders Abs ,52m,Plank,Rest Timer,0,0,0,90,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,1,8.75,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,Rest Timer,0,0,0,120,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,2,8.75,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,Rest Timer,0,0,0,120,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,3,23.75,8,0,0,
29/8/2025 08:09,Shoulders Abs ,52m,Bicycle Crunch,Rest Timer,0,0,0,120,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),1,60,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),2,60,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),3,60,6,0,0,
30/8/2025 06:55,Sat Full Body,40m,Squat (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),1,35,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),2,35,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),3,35,5,0,0,
30/8/2025 06:55,Sat Full Body,40m,Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),1,35,4,0,0,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),2,30,6,0,0,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),3,30,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),1,35,6,0,0,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),2,35,6,0,0,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),3,35,6,0,0,
30/8/2025 06:55,Sat Full Body,40m,Lat Pulldown (Cable),Rest Timer,0,0,0,120,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),1,30,7,0,0,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),2,30,5,0,0,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),3,30,5,0,0,
30/8/2025 06:55,Sat Full Body,40m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Bicep Curl (Dumbbell),1,20,8,0,0,
30/8/2025 06:55,Sat Full Body,40m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,120,
30/8/2025 06:55,Sat Full Body,40m,Bicep Curl (Dumbbell),2,20,8,0,0,
30/8/2025 06:55,Sat Full Body,40m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
30/8/2025 06:55,Sat Full Body,40m,Bicep Curl (Dumbbell),3,20,6,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),1,35,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),Rest Timer,0,0,0,120,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),2,35,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),Rest Timer,0,0,0,120,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),3,35,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),4,35,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),1,30,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),2,30,7,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),3,30,7,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),4,30,7,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Incline Bench Press (Smith Machine),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),1,25,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),2,25,7,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),3,25,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),1,25,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),2,25,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),3,25,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Bench Press - Close Grip (Barbell),Rest Timer,0,0,0,90,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),1,18.5,8,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,120,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),2,18.5,6,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,120,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),3,18.5,6,0,0,
1/9/2025 08:36,Monday Chest And Triceps,39m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,120,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),1,35,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),2,35,7,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),3,35,7,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),4,35,5,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Lat Pulldown (Cable),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),1,18.5,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),2,18.5,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),3,18.5,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),4,18.5,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Triceps Pushdown (Cable - Straight Bar),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),1,30,6,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),2,30,6,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),3,30,6,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bent Over One Arm Row (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),1,20,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),2,20,8,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),3,20,6,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Bicep Curl (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),1,20,5,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),2,20,6,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),3,15,10,0,0,
2/9/2025 08:27,Tuesday Back And Biceps,38m,Hammer Curl (Dumbbell),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),1,60,8,0,0,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),2,60,8,0,0,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),3,60,7,0,0,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),4,60,7,0,0,
3/9/2025 08:53,Leg,41m,Squat (Smith Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),1,40,7,0,0,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),2,40,6,0,0,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),3,40,8,0,0,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),4,40,7,0,0,
3/9/2025 08:53,Leg,41m,Romanian Deadlift (Dumbbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),1,65,8,0,0,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),2,65,8,0,0,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),3,65,8,0,0,
3/9/2025 08:53,Leg,41m,Leg Extension (Machine),Rest Timer,0,0,0,90,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),1,40,16,0,0,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),2,40,16,0,0,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),3,40,16,0,0,
3/9/2025 08:53,Leg,41m,Standing Calf Raise (Dumbbell),Rest Timer,0,0,0,45,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),1,25,8,0,0,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),2,30,7,0,0,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),Rest Timer,0,0,0,120,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),3,30,8,0,0,
3/9/2025 08:53,Leg,41m,Stiff Leg Deadlift (Barbell),Rest Timer,0,0,0,120,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),1,30,8,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),2,30,7,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),Rest Timer,0,0,0,80,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),3,30,7,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),4,30,5,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Shoulder Press (Machine),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),1,15,8,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,120,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),2,15,8,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),3,15,8,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),4,15,8,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Lateral Raise (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),1,30,6,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),2,30,6,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),3,30,5,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),4,30,6,0,0,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Chest Fly (Dumbbell),Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,1,0,0,0,70,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,2,0,0,0,40,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,3,0,0,0,45,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Plank,Rest Timer,0,0,0,90,
5/9/2025 08:59,Fri Shoulders Abs ,45m,Bicycle Crunch,1,27.5,8,0,0,
